SEARCH,GRAMMAR AND PROSODY,ACCENTUATION,CLASSICAL PRONUNCIATION,ECCLESIASTICAL PRONUNCIATION
conspicor," cōnspĭcŏr, aris, ari ",cón-spi-cor,koːnspɪkɔr,konspikɔr
conspicuus," cōnspĭcŭus, a, um ",con-spí-cu-us,koːnspɪkwʊs,konspikuus
conspiro," cōnspīro, as, are ",con-spí-ro,koːnspiːro,konspiro
constans," cōnstāns, antis ",cons-tans,koːnstaːns,konstans
constanter," cōnstāntĕr, adv. ",cons-tán-ter,koːnstaːntɛr,konstantɛr
constantia," cōnstāntĭa, ae, f. ",cons-tán-ti-a,koːnstaːntɪa,konstantsja
consterno," cōnstērno, as, are ",cons-tér-no,koːnsteːrno,konsterno
constituo," cōnstĭtŭo, is, ere, tui, tutum ",cons-tí-tu-o,koːnstɪtwo,konstituo
constitutio," cōnstĭtūtĭō̆, ionis, f. ",cons-ti-tú-ti-o,koːnstɪtʊːtɪoː̆,konstitutsjo
consto," cōnsto, as, are, constiti ",cons-to,koːnsto,konsto
constringo," cōnstrīngo, is, ere, strinxi, strictum ",cons-trín-go,koːnstriːngo,konstringo
consuesco," cōnsŭēsco, is, ere, sueui, suetum ",con-su-és-co,koːnsweːsko,konsuesko
consuetudo," cōnsŭētūdō, dinis, f. ",con-su-e-tú-do,koːnsweːtʊːdoː,konsuetudo
consul," cōnsŭl, is, m. ",con-sul,koːnsʊl,konsul
consularis," cōnsŭlārĭs, e ",con-su-lá-ris,koːnsʊlaːrɪs,konsularis
consularius," cōnsŭlārĭus, a, um ",con-su-lá-ri-us,koːnsʊlaːrɪʊs,konsularjus
consulatus," cōnsŭlātus, us, m. ",con-su-lá-tus,koːnsʊlaːtʊs,konsulatus
consulo," cōnsŭlo, is, ere, sului, sultum ",cón-su-lo,koːnsʊlo,konsulo
consulto," cōnsūltō, adv. ",con-súl-to,koːnsʊːltoː,konsulto
consulto," cōnsūlto, as, are ",con-súl-to,koːnsʊːlto,konsulto
consultum," cōnsūltŭm, i, n. ",con-súl-tum,koːnsʊːltʊm,konsultum
consultus," cōnsūltus, a, um ",con-súl-tus,koːnsʊːltʊs,konsultus
consultus," cōnsūltus, i, m. ",con-súl-tus,koːnsʊːltʊs,konsultus
consultus," cōnsūltŭs, us, m. ",con-súl-tus,koːnsʊːltʊs,konsultus
consummo," cōnsūmmo, as, are ",con-súm-mo,koːnsʊːmmo,konsummo
consumo," cōnsūmo, is, ere, sumpsi, sumptum ",con-sú-mo,koːnsʊːmo,konsumo
consurgo," cōnsūrgo, is, ere, surrexi, surrectum ",con-súr-go,koːnsʊːrgo,konsurgo
contamino," cōntāmĭno, as, are ",con-tá-mi-no,koːntaːmɪno,kontamino
contego," cōntĕgo, is, ere, texi, tectum ",cón-te-go,koːntɛgo,kontɛgo
contemno," cōntēmno, is, ere, tempsi, temptum ",con-tém-no,koːnteːmno,kontemno
contemplatio," cōntēmplātĭō̆, ionis, f. ",con-tem-plá-ti-o,koːnteːmplaːtɪoː̆,kontemplatsjo
contemplo," cōntēmplo, as, are ",con-tém-plo,koːnteːmplo,kontemplo
contemplor," cōntēmplŏr, aris, ari ",con-tém-plor,koːnteːmplɔr,kontemplɔr
contempno," cōntēmpno, tempsi, temptum, 3 ",con-témp-no,koːnteːmpno,kontempno
contemptus," cōntēmptus, a, um ",con-témp-tus,koːnteːmptʊs,kontemptus
contemptus," cōntēmptus, us, m. ",con-témp-tus,koːnteːmptʊs,kontemptus
contendo," cōntēndo, is, ere, tendi, tentum ",con-tén-do,koːnteːndo,kontendo
contentio," cōntēntĭō̆, onis, f. ",con-tén-ti-o,koːnteːntɪoː̆,kontentsjo
contentus," cōntēntus, a, um ",con-tén-tus,koːnteːntʊs,kontentus
contero," cōntĕro, is, ere, triui, tritum ",cón-te-ro,koːntɛro,kontɛro
conterreo," cōntērrĕo, es, ere, ŭi, ĭtum ",con-tér-re-o,koːnteːrrɛo,konterrɛo
contexo," cōntēxo, is, ere, texŭi, textum ",con-té-xo,koːnteːkso,kontekso
conticesco," cōntĭcēsco, is, ere, tĭcŭi ",con-ti-cés-co,koːntɪkeːsko,kontitʃesko
continens," cōntĭnēns, entis ",cón-ti-nens,koːntɪneːns,kontinens
continentia," cōntĭnēntĭa, ae, f. ",con-ti-nén-ti-a,koːntɪneːntɪa,kontinentsja
contineo," cōntĭnĕo, es, ere, tinui, tentum ",con-tí-ne-o,koːntɪnɛo,kontinɛo
contingo," cōntīngo, is, ĕre, contigi, contactum",con-tín-go,koːntiːngo,kontingo
continuo," cōntĭnŭō, adv. ",con-tí-nu-o,koːntɪnwoː,kontinuo
continuo," cōntĭnŭo, as, are ",con-tí-nu-o,koːntɪnwo,kontinuo
continuus," cōntĭnŭus, a, um ",con-tí-nu-us,koːntɪnwʊs,kontinuus
contio," cōntĭō̆ , onis, f. ",cón-ti-o,koːntɪoː̆,kontsjo
contionor," cōntĭōnŏr, cōncĭōnŏr, aris, ari ",con-ti-ó-nor,koːntɪoːnɔr,kontsjonɔr
contorqueo," cōntōrquĕo, es, ere, torsi, tortum ",con-tór-que-o,koːntoːrkʷɛo,kontorkwɛo
contra," cōntrā, adv. ",con-tra,koːntraː,kontra
contradico," cōntrādīco, is, ere, dixi, dictum, intr. ",con-tra-dí-co,koːntraːdiːko,kontradiko
contraho," cōntrăho, is, ere, traxi, tractum ",cón-tra-ho,koːntraho,kontrao
contrarie," cōntrārĭē, adv. ",con-trá-ri-e,koːntraːrɪeː,kontrarje
contrarium," cōntrārĭum, ii, n. ",con-trá-ri-um,koːntraːrɪʊm,kontrarjum
contrarius," cōntrārĭus, a, um ",con-trá-ri-us,koːntraːrɪʊs,kontrarjus
controversia," cōntrōvērsĭa, ae, f. ",con-tro-vér-si-a,koːntroːweːrsɪa,kontroversja
contubernalis," cōntŭbērnālĭs, is, m. ",con-tu-ber-ná-lis,koːntʊbeːrnaːlɪs,kontubernalis
contubernium," cōntŭbērnĭŭm, i, n. ",con-tu-bér-ni-um,koːntʊbeːrnɪʊm,kontubernjum
contumacia," cōntŭmācĭa, ae, f. ",con-tu-má-ci-a,koːntʊmaːkɪa,kontumatʃa
contumax," cōntŭmāx, acis ",cón-tu-max,koːntʊmaːks,kontumaks
contumelia," cōntŭmēlĭa, ae, f. ",con-tu-mé-li-a,koːntʊmeːlɪa,kontumelja
contumelio," cōntŭmēlĭo, āre ",con-tu-mé-li-o,koːntʊmeːlɪo,kontumeljo
contumeliosus," cōntŭmēlĭōsus, a, um ",con-tu-me-li-ó-sus,koːntʊmeːlɪoːsʊs,kontumeljosus
contundo," cōntūndo, is, ere, tudi, tusum ",con-tún-do,koːntʊːndo,kontundo
conturbo," cōntūrbo, as, are ",con-túr-bo,koːntʊːrbo,konturbo
convalesco," cōnvălēsco, is, ere, ualui ",con-va-lés-co,koːnwaleːsko,konvalesko
convello," cōnvēllo, is, ere, uulsi, uulsum ",con-vél-lo,koːnweːllo,konvello
conveniens," cōnvĕnĭēns, entis ",con-vé-ni-ens,koːnwɛnɪeːns,konvɛnjens
convenio," cōnvĕnĭo, is, ire, ueni, uentum ",con-vé-ni-o,koːnwɛnɪo,konvɛnjo
conventus," cōnvēntus, a, um ",con-vén-tus,koːnweːntʊs,konventus
conventus," cōnvēntus, us, m. ",con-vén-tus,koːnweːntʊs,konventus
converto," cōnvērto, is, ere, uerti, uersum ",con-vér-to,koːnweːrto,konverto
convicium," cōnvīcĭŭm, i, n. ",con-ví-ci-um,koːnwiːkɪʊm,konvitʃum
convinco," cōnvīnco, is, ere, uici, uictum ",con-vín-co,koːnwiːnko,konvinko
conviva," cōnvīva, ae, m. or f. ",con-ví-va,koːnwiːwa,konviva
convivium," cōnvīvĭŭm, ii, n. ",con-ví-vi-um,koːnwiːwɪʊm,konvivjum
convivo," cōnvīvo, as, āre ",con-ví-vo,koːnwiːwo,konvivo
convoco," cōnvŏco, as, are ",cón-vo-co,koːnwɔko,konvɔko
coopto," cŏōpto, as, are ",co-óp-to,kɔoːpto,kɔopto
coorior," cŏŏrĭŏr, iris, iri, ortus sum ",co-ó-ri-or,kɔɔrɪɔr,kɔɔrjɔr
copia," cōpĭa, ae, f. ",có-pi-a,koːpɪa,kopja
copiose," cōpĭōsē, adv. ",co-pi-ó-se,koːpɪoːseː,kopjose
copiosus," cōpĭōsus, a, um ",co-pi-ó-sus,koːpɪoːsʊs,kopjosus
copis," cōpis, e ",co-pis,koːpɪs,kopis
coquo," cŏquo, is, ere, coxi, coctum ",co-quo,kɔkʷo,kɔkwo
coquos," cŏquŏs, i, m. ",co-quos,kɔkʷɔs,kɔkwɔs
coquus," cŏquus, i, m. ",co-quus,kɔkʷʊs,kɔkwus
cor," cŏr, cordis, n. ",cor,kɔr,kɔr
cora," Cŏra, ae, f. ",Co-ra,kɔra,kɔra
coram," cōrăm, prep. et adv. ",co-ram,koːram,koram
Corbulo," Cōrbŭlo, ōnis, m. ",Cór-bu-lo,koːrbʊlo,korbulo
Corduba," Cōrdŭba, ae, f. ",Cór-du-ba,koːrdʊba,korduba
Corinthos," Corīnthos, i, f. ",Co-rín-thos,koriːntʰos,korintos
Corinthus," Cŏrīnthus, i, f. ",Co-rín-thus,kɔriːntʰʊs,kɔrintus
corion," cŏrĭŏn, ii, n. ",có-ri-on,kɔrɪɔn,kɔrjɔn
corium," cŏrĭŭm, i, n. ",có-ri-um,kɔrɪʊm,kɔrjum
corius," cŏrĭus, ii, m. ",có-ri-us,kɔrɪʊs,kɔrjus
cornu," cōrnū, us, n. ",cor-nu,koːrnʊː,kornu
cornum," cōrnŭm, i, n. ",cor-num,koːrnʊm,kornum
cornus," cōrnus, i, f. ",cor-nus,koːrnʊs,kornus
cornus," cōrnŭs, us, f. ",cor-nus,koːrnʊs,kornus
cornus," cōrnŭs, us, m. ",cor-nus,koːrnʊs,kornus
corripio," cōrrĭpĭo, is, ere, ripui, reptum ",cor-rí-pi-o,koːrrɪpɪo,korripjo
corrumpo," cōrrūmpo, is, ere, rupi, ruptum ",cor-rúm-po,koːrrʊːmpo,korrumpo
corruo," cōrrŭo, is, ere, corrui, - ",cór-ru-o,koːrrwo,korruo
cortex," cōrtēx, icis, f. ",cor-tex,koːrteːks,korteks
corvus," cōrvus, i, m. ",cor-vus,koːrwʊs,korvus
cothurnus," cŏthūrnus, i, m. ",co-thúr-nus,kɔtʰʊːrnʊs,kɔturnus
cotidianus," cō̆tīdĭānus, a, um ",co-ti-di-á-nus,koː̆tiːdɪaːnʊs,kɔtidjanus
cotidie," cŏtīdĭē, adv. ",co-tí-di-e,kɔtiːdɪeː,kɔtidje
Cotta," Cōtta, ae, m. ",Cot-ta,koːtta,kotta
cras," crās, adv. ",cras,kraːs,kras
crassus," crāssus, a, um ",cras-sus,kraːssʊs,krassus
cratis," crātĭs, is, f. ",cra-tis,kraːtɪs,kratis
creber," crēbĕr, bra, brum ",cre-ber,kreːbɛr,krebɛr
crebro," crēbrō, adv. ",cre-bro,kreːbroː,krebro
credibilis," crēdĭbĭlĭs, e ",cre-dí-bi-lis,kreːdɪbɪlɪs,kredibilis
credito," crēdĭto, āre ",cré-di-to,kreːdɪto,kredito
creditor," crēdĭtŏr, oris, m. ",cré-di-tor,kreːdɪtɔr,kreditɔr
credo," crēdo, is, ere, didi, ditum ",cre-do,kreːdo,kredo
credulus," crēdŭlus, a, um ",cré-du-lus,kreːdʊlʊs,kredulus
cremo," crĕmo, as, are ",cre-mo,krɛmo,krɛmo
cremum," crĕmum, i, n. ",cre-mum,krɛmʊm,krɛmum
creo," crĕo, as, are ",cre-o,krɛo,krɛo
crepo," crĕpo, is, ere, ui, itum ",cre-po,krɛpo,krɛpo
crepus," crĕpus, i, m. ",cre-pus,krɛpʊs,krɛpus
cresco," crēsco, is, ere, creui, cretum ",cres-co,kreːsko,kresko
creta," crēta, ae, f. ",cre-ta,kreːta,kreta
Crete," Crētē, es, f. ",Cre-te,kreːteː,krete
cretus," crētus, a, um ",cre-tus,kreːtʊs,kretus
crimen," crīmĕn, inis, n. ",cri-men,kriːmɛn,krimɛn
criminatio," crīmĭnātĭō̆, ionis, f. ",cri-mi-ná-ti-o,kriːmɪnaːtɪoː̆,kriminatsjo
crimino," crīmĭno, āre, 1 ",crí-mi-no,kriːmɪno,krimino
criminor," crīmĭnŏr, aris, ari, atus sum ",crí-mi-nor,kriːmɪnɔr,kriminɔr
crinio," crīnĭo, no perf., ītum, 4 ",crí-ni-o,kriːnɪo,krinjo
crinis," crīnĭs, is, m. ",cri-nis,kriːnɪs,krinis
crinon," crĭnŏn, i, n. ",cri-non,krɪnɔn,krinɔn
crinum," crĭnum, i, n. ",cri-num,krɪnʊm,krinum
crispus," crīspus, a, um ",cri-spus,kriːspʊs,krispus
crista," crīsta, ae, f. ",cris-ta,kriːsta,krista
cruciatus," crŭcĭātus, a, um ",cru-ci-á-tus,krʊkɪaːtʊs,krutʃatus
cruciatus," crŭcĭātus, us, m. ",cru-ci-á-tus,krʊkɪaːtʊs,krutʃatus
crucio," crŭcĭo, as, are ",crú-ci-o,krʊkɪo,krutʃo
crucius," crŭcĭus, a, um ",crú-ci-us,krʊkɪʊs,krutʃus
crudelis," crūdēlĭs, e ",cru-dé-lis,krʊːdeːlɪs,krudelis
crudelitas," crūdēlĭtās, atis, f. ",cru-dé-li-tas,krʊːdeːlɪtaːs,krudelitas
crudeliter," crūdēlĭtĕr, adv. ",cru-dé-li-ter,krʊːdeːlɪtɛr,krudelitɛr
crudus," crūdus, a, um ",cru-dus,krʊːdʊs,krudus
cruentus," crŭēntus, a, um ",cru-én-tus,krweːntʊs,kruentus
cruor," crŭŏr, oris, m. ",cru-or,krwɔr,kruɔr
crus," crūs, cruris, n. ",crus,krʊːs,krus
crux," crūx, crucis, f. ",crux,krʊːks,kruks
cubiculum," cŭbĭcŭlŭm, i, n. ",cu-bí-cu-lum,kʊbɪkʊlʊm,kubikulum
cubile," cŭbīle, is, n. ",cu-bí-le,kʊbiːlɛ,kubilɛ
cubo," cŭbo, as, are ",cu-bo,kʊbo,kubo
cubus," cŭbus, i, m. ",cu-bus,kʊbʊs,kubus
culmen," cūlmĕn, inis, n. ",cul-men,kʊːlmɛn,kulmɛn
culpa," cūlpa, ae, f. ",cul-pa,kʊːlpa,kulpa
culpo," cūlpo, as, are ",cul-po,kʊːlpo,kulpo
culter," cūltĕr, tri, m. ",cul-ter,kʊːltɛr,kultɛr
cultor," cūltŏr, oris, m. ",cul-tor,kʊːltɔr,kultɔr
cultura," cūltūra, ae, f. ",cul-tú-ra,kʊːltʊːra,kultura
cultus," cūltus, a, um ",cul-tus,kʊːltʊs,kultus
cultus," cūltus, us, m. ",cul-tus,kʊːltʊs,kultus
cum, cŭm,cum,kʊm,kum
cumulo," cŭmŭlo, as, are ",cú-mu-lo,kʊmʊlo,kumulo
cumulus," cŭmŭlus, i, m. ",cú-mu-lus,kʊmʊlʊs,kumulus
cunctatio," cūnctātĭō̆, ionis, f. ",cunc-tá-ti-o,kʊːnktaːtɪoː̆,kunktatsjo
cuncto," cūncto, āre, 1, intr. ",cunc-to,kʊːnkto,kunkto
cunctor," cūnctŏr, aris, ari ",cunc-tor,kʊːnktɔr,kunktɔr
cunctus," cūnctus, cf. cuncti ",cunc-tus,kʊːnktʊs,kunktus
cuneus," cŭnĕus, i, m. ",cú-ne-us,kʊnɛʊs,kunɛus
cuniculus," cŭnīcŭlus, i, m. ",cu-ní-cu-lus,kʊniːkʊlʊs,kunikulus
cupide," cŭpĭdē, adv. ",cú-pi-de,kʊpɪdeː,kupide
cupiditas," cŭpĭdĭtās, atis, f. ",cu-pí-di-tas,kʊpɪdɪtaːs,kupiditas
cupido," cŭpīdō, dinis, f.  ",cu-pí-do,kʊpiːdoː,kupido
cupidus," cŭpĭdus, a, um ",cú-pi-dus,kʊpɪdʊs,kupidus
cupio," cŭpĭo, is, ere, ii, itum ",cú-pi-o,kʊpɪo,kupjo
cupressus," cū̆prēssus, i, f. ",cu-prés-sus,kʊː̆preːssʊs,kŭpressus
cur," cūr, adv. ",cur,kʊːr,kur
cura," cūra, ae, f. ",cu-ra,kʊːra,kura
curatio," cūrātĭō̆, ionis, f. ",cu-rá-ti-o,kʊːraːtɪoː̆,kuratsjo
curia," cūrĭa, ae, f. ",cú-ri-a,kʊːrɪa,kurja
curiatus," cūrĭātus, a, um ",cu-ri-á-tus,kʊːrɪaːtʊs,kurjatus
curiosus," cūrĭōsus, a, um ",cu-ri-ó-sus,kʊːrɪoːsʊs,kurjosus
curius," cūrĭus, a, um ",cú-ri-us,kʊːrɪʊs,kurjus
curo," cūro, cŏiro, as, are ",cu-ro,kʊːro,kuro
curro," cūrro, is, ere, cucurri, cursum ",cur-ro,kʊːrro,kurro
currus," cūrrus, us, m. ",cur-rus,kʊːrrʊs,kurrus
cursus," cūrsus, us, m. ",cur-sus,kʊːrsʊs,kursus
Curtius," Cūrtĭus, ii, m. ",Cúr-ti-us,kʊːrtɪʊs,kurtsjus
curtus," cūrtus, a, um ",cur-tus,kʊːrtʊs,kurtus
curulis," cŭrūlĭs, e ",cu-rú-lis,kʊrʊːlɪs,kurulis
curvo," cūrvo, as, are ",cur-vo,kʊːrwo,kurvo
curvum," cūrvum, i, n. ",cur-vum,kʊːrwʊm,kurvum
curvus," cūrvus, a, um ",cur-vus,kʊːrwʊs,kurvus
cuspis," cūspĭs, idis, f. ",cu-spis,kʊːspɪs,kuspis
custodia," cūstōdĭa, ae, f. ",cus-tó-di-a,kʊːstoːdɪa,kustodja
custodio," cūstōdĭo, is, ire, iui or ii, itum ",cus-tó-di-o,kʊːstoːdɪo,kustodjo
custos," cūstōs, odis, m. ",cus-tos,kʊːstoːs,kustos
cutio," cŭtĭo, īre ",cú-ti-o,kʊtɪo,kutsjo
cutis," cŭtĭs, is, f. ",cu-tis,kʊtɪs,kutis
cymba," cȳmba, ae, f. ",cym-ba,kʏːmba,tʃimba
Cynthia," Cȳnthĭa, ae, f. ",Cýn-thi-a,kʏːntʰɪa,tʃintja
Cynthius," Cȳnthĭus, a, um ",Cýn-thi-us,kʏːntʰɪʊs,tʃintjus
Cyrus," Cȳrus, i, m. ",Cy-rus,kʏːrʊs,tʃirus
d," d, abr. ",d,d,d
damnatio," dāmnātĭō̆, ionis, f. ",dam-ná-ti-o,daːmnaːtɪoː̆,damnatsjo
damno," dāmno, as, are ",dam-no,daːmno,damno
damnum," dāmnŭm, i, n. ",dam-num,daːmnʊm,damnum
Danai," Dănăi, orum, pl. ",Dá-na-i,danaɪ,danai
Daphne," Daphnē, es, f. ",Daph-ne,dapʰneː,dafne
daphnia," daphnĭa, ae, f. ",dáph-ni-a,dapʰnɪa,dafnja
Daphnis," Daphnis, ĭdis, m. ",Daph-nis,dapʰnɪs,dafnis
daps," dāps, dapis, f. ",daps,daːps,daps
Dardanius," Dārdănĭus, a, um ",Dar-dá-ni-us,daːrdanɪʊs,dardanjus
Dardanus," Dārdănus, a, um ",Dár-da-nus,daːrdanʊs,dardanus
Dareus," Dārēus, cf. Darius ",Da-reus,daːrɛʊ̯s,darɛu̯s
de," dē, prep. + abl. ",de,deː,de
dea," dĕa, ae, f. ",de-a,dɛa,dɛa
debello," dēbēllo, as, are ",de-bél-lo,deːbeːllo,debello
debeo," dēbĕo, es, ere, ui, itum ",dé-be-o,deːbɛo,debɛo
debil," dēbĭl, is ",de-bil,deːbɪl,debil
debilis," dēbĭlĭs, e ",dé-bi-lis,deːbɪlɪs,debilis
debilito," dēbĭlĭto, as, are ",de-bí-li-to,deːbɪlɪto,debilito
debitor," dēbĭtŏr, oris, m. ",dé-bi-tor,deːbɪtɔr,debitɔr
decedo," dēcēdo, is, ere, cessi, cessum ",de-cé-do,deːkeːdo,detʃedo
decem," dĕcĕm, adi. num. ",de-cem,dɛkɛm,dɛtʃɛm
December," Dĕcēmbĕr, bris ",De-cém-ber,dɛkeːmbɛr,dɛtʃembɛr
decemvir," dĕcēmvĭr, dĕcēmvĕr, iri, m. ",de-cém-vir,dɛkeːmwɪr,dɛtʃemvir
decens," dĕcēns, entis ",de-cens,dɛkeːns,dɛtʃens
decerno," dēcērno, is, ere, creui, cretum ",de-cér-no,deːkeːrno,detʃerno
decerto," dēcērto, as, are ",de-cér-to,deːkeːrto,detʃerto
decet," dĕcĕt, impers. ",de-cet,dɛkɛt,dɛtʃɛt
decido," dēcĭdo, is, ere, cidi ",dé-ci-do,deːkɪdo,detʃido
decido," dēcīdo, is, ere, cidi, cisum ",de-cí-do,deːkiːdo,detʃido
decies," dĕcĭēs, dĕcĭēns, adv. ",dé-ci-es,dɛkɪeːs,dɛtʃes
decima," dĕcĭma, ae, f. ",dé-ci-ma,dɛkɪma,dɛtʃima
decimanus," dĕcĭmānus, a, um ",de-ci-má-nus,dɛkɪmaːnʊs,dɛtʃimanus
decimo," dĕcĭmō, adv. ",dé-ci-mo,dɛkɪmoː,dɛtʃimo
decimum," dĕcĭmŭm, adv. ",dé-ci-mum,dɛkɪmʊm,dɛtʃimum
decimus," dĕcĭmus, a, um ",dé-ci-mus,dɛkɪmʊs,dɛtʃimus
decipio," dēcĭpĭo, is, ere, cepi, ceptum ",de-cí-pi-o,deːkɪpɪo,detʃipjo
declaro," dēclāro, as, are ",de-clá-ro,deːklaːro,deklaro
declino," dēclīno, as, are ",de-clí-no,deːkliːno,deklino
decor," dĕcŏr, ōris ",de-cor,dɛkɔr,dɛkɔr
decoro," dĕcŏro, as, are ",dé-co-ro,dɛkɔro,dɛkɔro
decorum," dĕcōrum, i, n. ",dé-co-rum,dɛkoːrʊm,dɛkorum
decorus," dĕcōrus, a, um ",de-có-rus,dɛkoːrʊs,dɛkorus
decresco," dēcrēsco, is, ere, crēvi, crētum, intr. ",de-crés-co,deːkreːsko,dekresko
decretum," dēcrētŭm, i, n. ",de-cré-tum,deːkreːtʊm,dekretum
decretus," dēcrētus, a, um ",de-cré-tus,deːkreːtʊs,dekretus
decuria," dĕcŭrĭa, ae, f. ",de-cú-ri-a,dɛkʊrɪa,dɛkurja
decurio," dĕcŭrĭo, as, are ",de-cú-ri-o,dɛkʊrɪo,dɛkurjo
decurro," dēcūrro, is, ere, curri, cursum ",de-cúr-ro,deːkʊːrro,dekurro
decus," dĕcus, i, m. ",de-cus,dɛkʊs,dɛkus
decus," dĕcŭs, oris, n. ",de-cus,dɛkʊs,dɛkus
dedecus," dēdĕcŭs, oris, n. ",dé-de-cus,deːdɛkʊs,dedɛkus
dedicatio," dēdĭcātĭō̆, ionis, f. ",de-di-cá-ti-o,deːdɪkaːtɪoː̆,dedikatsjo
dedico," dēdĭco, as, are ",dé-di-co,deːdɪko,dediko
deditio," dēdĭtĭō̆, onis, f. ",de-dí-ti-o,deːdɪtɪoː̆,deditsjo
deditus," dēdĭtus, a, um ",dé-di-tus,deːdɪtʊs,deditus
dedo," dēdo, is, ere, dedidi, deditum ",de-do,deːdo,dedo
deduco," dēdūco, is, ere, duxi, ductum ",de-dú-co,deːdʊːko,deduko
defatigo," dēfătīgo, as, are ",de-fa-tí-go,deːfatiːgo,defatigo
defatiscor," dēfătīscŏr, fessus sum, fĕtisci ",de-fa-tís-cor,deːfatiːskɔr,defatiskɔr
defectio," dēfēctĭō̆, ionis, f. ",de-féc-ti-o,deːfeːktɪoː̆,defektsjo
defendo," dēfēndo, is, ere, fendi, fensum ",de-fén-do,deːfeːndo,defendo
defensio," dēfēnsĭō̆, ionis, f. ",de-fén-si-o,deːfeːnsɪoː̆,defensjɔ
defenso," dēfēnso, as, are ",de-fén-so,deːfeːnso,defenso
defensor," dēfēnsŏr, oris, m. ",de-fén-sor,deːfeːnsɔr,defensɔr
defero," dēfĕro, fers, ferre, tuli, latum ",dé-fe-ro,deːfɛro,defɛro
defessus," dēfēssus, a, um ",de-fés-sus,deːfeːssʊs,defessus
defetisco," dēfĕtīsco, ĕre, intr. ",de-fe-tís-co,deːfɛtiːsko,defɛtisko
defetiscor," dēfĕtīscŏr, eris, i, fessus sum, intr. ",de-fe-tís-cor,deːfɛtiːskɔr,defɛtiskɔr
deficio," dēfĭcĭo, is, ere, feci, fectum ",de-fí-ci-o,deːfɪkɪo,defitʃo
defigo," dēfīgo, is, ere, defixi, defixum ",de-fí-go,deːfiːgo,defigo
definio," dēfīnĭo, is, ire, iui, itum ",de-fí-ni-o,deːfiːnɪo,definjo
deflecto," dēflēcto, is, ere, flexi, flexum ",de-fléc-to,deːfleːkto,deflekto
defleo," dēflĕo, es, ere, eui, etum ",dé-fle-o,deːflɛo,deflɛo
defluo," dēflŭo, is, ere, fluxi, fluctum ",dé-flu-o,deːflwo,defluo
defluus," dēflŭus, a, um ",dé-flu-us,deːflwʊs,defluus
defodio," dēfŏdĭo, is, ere, fodi, fossum ",de-fó-di-o,deːfɔdɪo,defɔdjo
deformis," dēfōrmĭs, e ",de-fór-mis,deːfoːrmɪs,deformis
deformitas," dēfōrmĭtās, atis, f. ",de-fór-mi-tas,deːfoːrmɪtaːs,deformitas
deformus," dēfōrmus, a, um ",de-fór-mus,deːfoːrmʊs,deformus
defungor," dēfūngŏr, eris, i, functus sum ",de-fún-gor,deːfʊːngɔr,defungɔr
degener," dēgĕnĕr, eneris ",dé-ge-ner,deːgɛnɛr,dedʒɛnɛr
degenero," dēgĕnĕro, as, are ",de-gé-ne-ro,deːgɛnɛro,dedʒɛnɛro
dego," dēgo, is, ere ",de-go,deːgo,dego
degredior," dēgrĕdĭŏr, eris, i, gressus sum ",de-gré-di-or,deːgrɛdɪɔr,degrɛdjɔr
dehinc," dĕhīnc, adv. ",de-hinc,dɛhiːnk,dɛink
deicio," dēĭcĭo, is, ere, ieci, iectum ",de-í-ci-o,deːɪkɪo,deitʃo
deinceps," dĕīncēps, adv. ",déin-ceps,dei̯nkeːps,dei̯ntʃeps
deinceps," dĕīncēps, deincipitis ",déin-ceps,dei̯nkeːps,dei̯ntʃeps
deinde," dĕīndĕ, dĕin, adv. ",déin-de,dei̯ndɛ,dei̯ndɛ
delabor," dēlābŏr, beris, bi, lapsus sum ",de-lá-bor,deːlaːbɔr,delabɔr
delator," dēlātŏr, oris, m. ",de-lá-tor,deːlaːtɔr,delatɔr
delecto," dēlēcto, as, are ",de-léc-to,deːleːkto,delekto
delectus," dēlēctus, a, um ",de-léc-tus,deːleːktʊs,delektus
delego," dēlēgo, as, are ",de-lé-go,deːleːgo,delego
deleo," dēlĕo, es, ere, evi, etum ",dé-le-o,deːlɛo,delɛo
delibero," dēlībĕro, as, are ",de-lí-be-ro,deːliːbɛro,delibɛro
delicatus," dēlĭcātus, a, um ",de-li-cá-tus,deːlɪkaːtʊs,delikatus
delicia," dēlĭcĭa, cf. deliciae ",de-lí-ci-a,deːlɪkɪa,delitʃa
delicium," dēlĭcĭum, ii, n. ",de-lí-ci-um,deːlɪkɪʊm,delitʃum
delico," dēlĭco, āre ",dé-li-co,deːlɪko,deliko
delictum," dēlīctŭm, i, n. ",de-líc-tum,deːliːktʊm,deliktum
delictus," dēlīctus, a, um ",de-líc-tus,deːliːktʊs,deliktus
deligo," dēlĭgo, as, are ",dé-li-go,deːlɪgo,deligo
deligo," dēlĭgo, is, ere, legi, lectum ",dé-li-go,deːlɪgo,deligo
delinquo," dēlīnquo, is, ere, liqui, lictum ",de-lín-quo,deːliːnkʷo,delinkwo
delubrum," dēlūbrŭm, i, n. ",de-lú-brum,deːlʊːbrʊm,delubrum
deludo," dēlūdo, is, ere, lusi, lusum ",de-lú-do,deːlʊːdo,deludo
demens," dēmēns, entis ",de-mens,deːmeːns,demens
dementia," dēmēntĭa, ae, f. ",de-mén-ti-a,deːmeːntɪa,dementsja
demergo," dēmērgo, is, ere, mersi, mersum ",de-mér-go,deːmeːrgo,demergo
